{'x': 6, 'y': 6, 'z': 4, 'id': 'point_0', 'index': '0', 'break': '75%'},
{'x': 9, 'y': 2, 'z': 5, 'id': 'point_290', 'index': '290', 'break': '100%'},
{'x': 0, 'y': 3, 'z': 4, 'id': 'point_291', 'index': '291', 'break': '50%'},
{'x': 5, 'y': 2, 'z': 7, 'id': 'point_292', 'index': '292', 'break': '75%'},
{'x': 7, 'y': 9, 'z': 0, 'id': 'point_293', 'index': '293', 'break': '50%'},
{'x': 7, 'y': 0, 'z': 7, 'id': 'point_294', 'index': '294', 'break': '0%'},
{'x': 5, 'y': 5, 'z': 3, 'id': 'point_295', 'index': '295', 'break': '0%'},
{'x': 9, 'y': 0, 'z': 0, 'id': 'point_296', 'index': '296', 'break': '0%'},
{'x': 7, 'y': 2, 'z': 9, 'id': 'point_297', 'index': '297', 'break': '50%'},
{'x': 2, 'y': 0, 'z': 9, 'id': 'point_298', 'index': '298', 'break': '75%'},
{'x': 0, 'y': 2, 'z': 2, 'id': 'point_299', 'index': '299', 'break': '75%'},
{'x': 2, 'y': 8, 'z': 8, 'id': 'point_300', 'index': '300', 'break': '100%'},
{'x': 4, 'y': 9, 'z': 8, 'id': 'point_301', 'index': '301', 'break': '75%'},
{'x': 0, 'y': 4, 'z': 6, 'id': 'point_302', 'index': '302', 'break': '75%'},
{'x': 2, 'y': 2, 'z': 5, 'id': 'point_303', 'index': '303', 'break': '50%'},
{'x': 0, 'y': 3, 'z': 6, 'id': 'point_304', 'index': '304', 'break': '50%'},
{'x': 7, 'y': 8, 'z': 5, 'id': 'point_305', 'index': '305', 'break': '0%'},
{'x': 3, 'y': 4, 'z': 2, 'id': 'point_306', 'index': '306', 'break': '75%'},
{'x': 2, 'y': 2, 'z': 5, 'id': 'point_307', 'index': '307', 'break': '100%'},
{'x': 9, 'y': 3, 'z': 7, 'id': 'point_308', 'index': '308', 'break': '50%'},
{'x': 2, 'y': 9, 'z': 6, 'id': 'point_309', 'index': '309', 'break': '100%'},
{'x': 6, 'y': 5, 'z': 0, 'id': 'point_310', 'index': '310', 'break': '75%'},
{'x': 8, 'y': 7, 'z': 9, 'id': 'point_311', 'index': '311', 'break': '0%'},
{'x': 4, 'y': 6, 'z': 8, 'id': 'point_312', 'index': '312', 'break': '100%'},
{'x': 4, 'y': 5, 'z': 7, 'id': 'point_313', 'index': '313', 'break': '50%'},
{'x': 9, 'y': 4, 'z': 3, 'id': 'point_314', 'index': '314', 'break': '75%'},
{'x': 4, 'y': 6, 'z': 2, 'id': 'point_315', 'index': '315', 'break': '100%'},
{'x': 9, 'y': 8, 'z': 2, 'id': 'point_316', 'index': '316', 'break': '100%'},
{'x': 1, 'y': 8, 'z': 2, 'id': 'point_317', 'index': '317', 'break': '100%'},
{'x': 6, 'y': 7, 'z': 3, 'id': 'point_318', 'index': '318', 'break': '75%'},
{'x': 4, 'y': 5, 'z': 8, 'id': 'point_319', 'index': '319', 'break': '100%'},
{'x': 4, 'y': 3, 'z': 7, 'id': 'point_320', 'index': '320', 'break': '50%'},
{'x': 2, 'y': 2, 'z': 6, 'id': 'point_321', 'index': '321', 'break': '50%'},
{'x': 6, 'y': 4, 'z': 8, 'id': 'point_322', 'index': '322', 'break': '100%'},
{'x': 4, 'y': 3, 'z': 0, 'id': 'point_323', 'index': '323', 'break': '50%'},
{'x': 7, 'y': 9, 'z': 0, 'id': 'point_324', 'index': '324', 'break': '0%'},
{'x': 8, 'y': 0, 'z': 7, 'id': 'point_325', 'index': '325', 'break': '100%'},
{'x': 8, 'y': 5, 'z': 9, 'id': 'point_326', 'index': '326', 'break': '50%'},
{'x': 5, 'y': 7, 'z': 5, 'id': 'point_327', 'index': '327', 'break': '50%'},
{'x': 2, 'y': 6, 'z': 9, 'id': 'point_328', 'index': '328', 'break': '75%'},
{'x': 3, 'y': 5, 'z': 9, 'id': 'point_329', 'index': '329', 'break': '100%'},
{'x': 7, 'y': 4, 'z': 1, 'id': 'point_330', 'index': '330', 'break': '0%'},
{'x': 3, 'y': 2, 'z': 9, 'id': 'point_331', 'index': '331', 'break': '100%'},
{'x': 2, 'y': 3, 'z': 5, 'id': 'point_332', 'index': '332', 'break': '75%'},
{'x': 0, 'y': 8, 'z': 1, 'id': 'point_333', 'index': '333', 'break': '50%'},
{'x': 7, 'y': 8, 'z': 8, 'id': 'point_334', 'index': '334', 'break': '75%'},
{'x': 8, 'y': 5, 'z': 4, 'id': 'point_335', 'index': '335', 'break': '100%'},
{'x': 2, 'y': 8, 'z': 8, 'id': 'point_336', 'index': '336', 'break': '100%'},
{'x': 3, 'y': 6, 'z': 4, 'id': 'point_337', 'index': '337', 'break': '100%'},
{'x': 3, 'y': 2, 'z': 6, 'id': 'point_338', 'index': '338', 'break': '100%'},
{'x': 6, 'y': 9, 'z': 5, 'id': 'point_339', 'index': '339', 'break': '100%'},
{'x': 4, 'y': 5, 'z': 4, 'id': 'point_340', 'index': '340', 'break': '75%'},
{'x': 0, 'y': 8, 'z': 7, 'id': 'point_341', 'index': '341', 'break': '0%'},
{'x': 5, 'y': 3, 'z': 3, 'id': 'point_342', 'index': '342', 'break': '0%'},
{'x': 0, 'y': 1, 'z': 4, 'id': 'point_343', 'index': '343', 'break': '100%'},
{'x': 5, 'y': 4, 'z': 0, 'id': 'point_344', 'index': '344', 'break': '75%'},
{'x': 8, 'y': 4, 'z': 9, 'id': 'point_345', 'index': '345', 'break': '75%'},
{'x': 7, 'y': 9, 'z': 1, 'id': 'point_346', 'index': '346', 'break': '50%'},
{'x': 5, 'y': 3, 'z': 3, 'id': 'point_347', 'index': '347', 'break': '75%'},
{'x': 2, 'y': 3, 'z': 0, 'id': 'point_348', 'index': '348', 'break': '50%'},
{'x': 3, 'y': 7, 'z': 6, 'id': 'point_349', 'index': '349', 'break': '75%'},
{'x': 7, 'y': 5, 'z': 6, 'id': 'point_350', 'index': '350', 'break': '0%'},
{'x': 8, 'y': 6, 'z': 8, 'id': 'point_351', 'index': '351', 'break': '0%'},
{'x': 2, 'y': 5, 'z': 3, 'id': 'point_352', 'index': '352', 'break': '100%'},
{'x': 9, 'y': 6, 'z': 0, 'id': 'point_353', 'index': '353', 'break': '50%'},
{'x': 5, 'y': 0, 'z': 2, 'id': 'point_354', 'index': '354', 'break': '0%'},
{'x': 9, 'y': 6, 'z': 7, 'id': 'point_355', 'index': '355', 'break': '100%'},
{'x': 9, 'y': 6, 'z': 9, 'id': 'point_356', 'index': '356', 'break': '75%'},
{'x': 0, 'y': 4, 'z': 5, 'id': 'point_357', 'index': '357', 'break': '50%'},
{'x': 5, 'y': 0, 'z': 5, 'id': 'point_358', 'index': '358', 'break': '100%'},
{'x': 8, 'y': 4, 'z': 2, 'id': 'point_359', 'index': '359', 'break': '50%'},
{'x': 5, 'y': 0, 'z': 7, 'id': 'point_360', 'index': '360', 'break': '100%'},
{'x': 5, 'y': 6, 'z': 3, 'id': 'point_361', 'index': '361', 'break': '100%'},
{'x': 6, 'y': 8, 'z': 6, 'id': 'point_362', 'index': '362', 'break': '100%'},
{'x': 6, 'y': 2, 'z': 9, 'id': 'point_363', 'index': '363', 'break': '0%'},
{'x': 4, 'y': 1, 'z': 0, 'id': 'point_364', 'index': '364', 'break': '75%'},
{'x': 3, 'y': 0, 'z': 8, 'id': 'point_365', 'index': '365', 'break': '75%'},
{'x': 1, 'y': 9, 'z': 0, 'id': 'point_366', 'index': '366', 'break': '0%'},
{'x': 2, 'y': 2, 'z': 8, 'id': 'point_367', 'index': '367', 'break': '50%'},
{'x': 1, 'y': 9, 'z': 6, 'id': 'point_368', 'index': '368', 'break': '0%'},
{'x': 4, 'y': 2, 'z': 3, 'id': 'point_369', 'index': '369', 'break': '0%'},
{'x': 6, 'y': 2, 'z': 8, 'id': 'point_370', 'index': '370', 'break': '100%'},
{'x': 9, 'y': 4, 'z': 0, 'id': 'point_371', 'index': '371', 'break': '0%'},
{'x': 4, 'y': 8, 'z': 8, 'id': 'point_372', 'index': '372', 'break': '0%'},
{'x': 8, 'y': 4, 'z': 3, 'id': 'point_373', 'index': '373', 'break': '0%'},
{'x': 0, 'y': 9, 'z': 2, 'id': 'point_374', 'index': '374', 'break': '100%'},
{'x': 9, 'y': 8, 'z': 2, 'id': 'point_375', 'index': '375', 'break': '50%'},
{'x': 6, 'y': 4, 'z': 0, 'id': 'point_376', 'index': '376', 'break': '50%'},
{'x': 1, 'y': 1, 'z': 8, 'id': 'point_377', 'index': '377', 'break': '100%'},
{'x': 2, 'y': 6, 'z': 8, 'id': 'point_378', 'index': '378', 'break': '50%'},
{'x': 3, 'y': 1, 'z': 5, 'id': 'point_379', 'index': '379', 'break': '100%'},
{'x': 9, 'y': 7, 'z': 8, 'id': 'point_380', 'index': '380', 'break': '75%'},
{'x': 5, 'y': 3, 'z': 9, 'id': 'point_381', 'index': '381', 'break': '75%'},
{'x': 1, 'y': 2, 'z': 9, 'id': 'point_382', 'index': '382', 'break': '100%'},
{'x': 6, 'y': 6, 'z': 1, 'id': 'point_383', 'index': '383', 'break': '75%'},
{'x': 2, 'y': 6, 'z': 9, 'id': 'point_384', 'index': '384', 'break': '100%'},
{'x': 4, 'y': 0, 'z': 2, 'id': 'point_385', 'index': '385', 'break': '100%'},
{'x': 3, 'y': 6, 'z': 6, 'id': 'point_386', 'index': '386', 'break': '0%'},
{'x': 4, 'y': 9, 'z': 4, 'id': 'point_387', 'index': '387', 'break': '75%'},
{'x': 6, 'y': 1, 'z': 8, 'id': 'point_388', 'index': '388', 'break': '50%'},
{'x': 7, 'y': 1, 'z': 2, 'id': 'point_389', 'index': '389', 'break': '75%'},
{'x': 6, 'y': 8, 'z': 6, 'id': 'point_390', 'index': '390', 'break': '75%'},
{'x': 6, 'y': 7, 'z': 0, 'id': 'point_391', 'index': '391', 'break': '75%'},
{'x': 6, 'y': 9, 'z': 7, 'id': 'point_392', 'index': '392', 'break': '75%'},
{'x': 8, 'y': 0, 'z': 8, 'id': 'point_393', 'index': '393', 'break': '50%'},
{'x': 9, 'y': 3, 'z': 9, 'id': 'point_394', 'index': '394', 'break': '75%'},
{'x': 9, 'y': 2, 'z': 1, 'id': 'point_395', 'index': '395', 'break': '0%'},
{'x': 5, 'y': 6, 'z': 0, 'id': 'point_396', 'index': '396', 'break': '0%'},
{'x': 8, 'y': 1, 'z': 3, 'id': 'point_397', 'index': '397', 'break': '50%'},
{'x': 2, 'y': 5, 'z': 3, 'id': 'point_398', 'index': '398', 'break': '50%'},
{'x': 5, 'y': 2, 'z': 9, 'id': 'point_399', 'index': '399', 'break': '0%'},
{'x': 6, 'y': 9, 'z': 3, 'id': 'point_400', 'index': '400', 'break': '100%'},
{'x': 5, 'y': 0, 'z': 6, 'id': 'point_401', 'index': '401', 'break': '0%'},
{'x': 4, 'y': 8, 'z': 2, 'id': 'point_402', 'index': '402', 'break': '0%'},
{'x': 5, 'y': 1, 'z': 1, 'id': 'point_403', 'index': '403', 'break': '75%'},
{'x': 4, 'y': 8, 'z': 8, 'id': 'point_404', 'index': '404', 'break': '50%'},
{'x': 9, 'y': 1, 'z': 3, 'id': 'point_405', 'index': '405', 'break': '0%'},
{'x': 6, 'y': 1, 'z': 0, 'id': 'point_406', 'index': '406', 'break': '75%'},
{'x': 7, 'y': 6, 'z': 9, 'id': 'point_407', 'index': '407', 'break': '75%'},
{'x': 5, 'y': 5, 'z': 6, 'id': 'point_408', 'index': '408', 'break': '100%'},
{'x': 9, 'y': 5, 'z': 1, 'id': 'point_409', 'index': '409', 'break': '50%'},
{'x': 1, 'y': 4, 'z': 5, 'id': 'point_410', 'index': '410', 'break': '50%'},
{'x': 3, 'y': 2, 'z': 0, 'id': 'point_411', 'index': '411', 'break': '50%'},
{'x': 5, 'y': 5, 'z': 5, 'id': 'point_412', 'index': '412', 'break': '75%'},
{'x': 7, 'y': 1, 'z': 1, 'id': 'point_413', 'index': '413', 'break': '75%'},
{'x': 6, 'y': 7, 'z': 1, 'id': 'point_414', 'index': '414', 'break': '75%'},
{'x': 2, 'y': 7, 'z': 7, 'id': 'point_415', 'index': '415', 'break': '75%'},
{'x': 2, 'y': 6, 'z': 0, 'id': 'point_416', 'index': '416', 'break': '50%'},
{'x': 9, 'y': 3, 'z': 7, 'id': 'point_417', 'index': '417', 'break': '75%'},
{'x': 4, 'y': 0, 'z': 6, 'id': 'point_418', 'index': '418', 'break': '0%'},
{'x': 4, 'y': 7, 'z': 0, 'id': 'point_419', 'index': '419', 'break': '50%'},
{'x': 7, 'y': 0, 'z': 0, 'id': 'point_420', 'index': '420', 'break': '50%'},
{'x': 0, 'y': 6, 'z': 7, 'id': 'point_421', 'index': '421', 'break': '50%'},
{'x': 4, 'y': 1, 'z': 4, 'id': 'point_422', 'index': '422', 'break': '50%'},
{'x': 5, 'y': 1, 'z': 7, 'id': 'point_423', 'index': '423', 'break': '50%'},
{'x': 2, 'y': 1, 'z': 3, 'id': 'point_424', 'index': '424', 'break': '75%'},
{'x': 8, 'y': 1, 'z': 3, 'id': 'point_425', 'index': '425', 'break': '50%'},
{'x': 9, 'y': 1, 'z': 0, 'id': 'point_426', 'index': '426', 'break': '100%'},
{'x': 4, 'y': 9, 'z': 6, 'id': 'point_427', 'index': '427', 'break': '50%'},
{'x': 0, 'y': 6, 'z': 6, 'id': 'point_428', 'index': '428', 'break': '50%'},
{'x': 2, 'y': 4, 'z': 7, 'id': 'point_429', 'index': '429', 'break': '75%'},
{'x': 1, 'y': 3, 'z': 0, 'id': 'point_430', 'index': '430', 'break': '75%'},
{'x': 2, 'y': 3, 'z': 2, 'id': 'point_431', 'index': '431', 'break': '50%'},
{'x': 7, 'y': 1, 'z': 7, 'id': 'point_432', 'index': '432', 'break': '100%'},
{'x': 9, 'y': 5, 'z': 8, 'id': 'point_433', 'index': '433', 'break': '75%'},
{'x': 6, 'y': 7, 'z': 0, 'id': 'point_434', 'index': '434', 'break': '100%'},
{'x': 6, 'y': 7, 'z': 6, 'id': 'point_435', 'index': '435', 'break': '0%'},
{'x': 5, 'y': 2, 'z': 8, 'id': 'point_436', 'index': '436', 'break': '100%'},
{'x': 2, 'y': 5, 'z': 8, 'id': 'point_437', 'index': '437', 'break': '75%'},
{'x': 7, 'y': 7, 'z': 1, 'id': 'point_438', 'index': '438', 'break': '100%'},
{'x': 8, 'y': 4, 'z': 9, 'id': 'point_439', 'index': '439', 'break': '75%'},
{'x': 0, 'y': 3, 'z': 7, 'id': 'point_440', 'index': '440', 'break': '75%'},
{'x': 8, 'y': 0, 'z': 5, 'id': 'point_441', 'index': '441', 'break': '50%'},
{'x': 7, 'y': 4, 'z': 5, 'id': 'point_442', 'index': '442', 'break': '50%'},
{'x': 1, 'y': 7, 'z': 8, 'id': 'point_443', 'index': '443', 'break': '100%'},
{'x': 0, 'y': 5, 'z': 8, 'id': 'point_444', 'index': '444', 'break': '0%'},
{'x': 9, 'y': 6, 'z': 5, 'id': 'point_445', 'index': '445', 'break': '75%'},
{'x': 7, 'y': 2, 'z': 8, 'id': 'point_446', 'index': '446', 'break': '75%'},
{'x': 0, 'y': 4, 'z': 9, 'id': 'point_447', 'index': '447', 'break': '100%'},
{'x': 5, 'y': 8, 'z': 6, 'id': 'point_448', 'index': '448', 'break': '100%'},
{'x': 2, 'y': 5, 'z': 5, 'id': 'point_449', 'index': '449', 'break': '75%'},
{'x': 8, 'y': 7, 'z': 5, 'id': 'point_450', 'index': '450', 'break': '0%'},
{'x': 0, 'y': 6, 'z': 4, 'id': 'point_451', 'index': '451', 'break': '50%'},
{'x': 9, 'y': 9, 'z': 0, 'id': 'point_452', 'index': '452', 'break': '100%'},
{'x': 6, 'y': 0, 'z': 4, 'id': 'point_453', 'index': '453', 'break': '0%'},
{'x': 7, 'y': 3, 'z': 8, 'id': 'point_454', 'index': '454', 'break': '100%'},
{'x': 2, 'y': 3, 'z': 7, 'id': 'point_455', 'index': '455', 'break': '0%'},
{'x': 1, 'y': 3, 'z': 3, 'id': 'point_456', 'index': '456', 'break': '0%'},
{'x': 4, 'y': 0, 'z': 6, 'id': 'point_457', 'index': '457', 'break': '0%'},
{'x': 8, 'y': 4, 'z': 6, 'id': 'point_458', 'index': '458', 'break': '100%'},
{'x': 9, 'y': 6, 'z': 0, 'id': 'point_459', 'index': '459', 'break': '50%'},
{'x': 5, 'y': 7, 'z': 8, 'id': 'point_460', 'index': '460', 'break': '75%'},
{'x': 6, 'y': 9, 'z': 8, 'id': 'point_461', 'index': '461', 'break': '75%'},
{'x': 3, 'y': 9, 'z': 6, 'id': 'point_462', 'index': '462', 'break': '100%'},
{'x': 3, 'y': 1, 'z': 6, 'id': 'point_463', 'index': '463', 'break': '0%'},
{'x': 0, 'y': 6, 'z': 0, 'id': 'point_464', 'index': '464', 'break': '100%'},
{'x': 0, 'y': 6, 'z': 3, 'id': 'point_465', 'index': '465', 'break': '50%'},
{'x': 5, 'y': 7, 'z': 3, 'id': 'point_466', 'index': '466', 'break': '75%'},
{'x': 0, 'y': 0, 'z': 5, 'id': 'point_467', 'index': '467', 'break': '75%'},
{'x': 2, 'y': 2, 'z': 5, 'id': 'point_468', 'index': '468', 'break': '75%'},
{'x': 9, 'y': 8, 'z': 3, 'id': 'point_469', 'index': '469', 'break': '100%'},
{'x': 8, 'y': 8, 'z': 0, 'id': 'point_470', 'index': '470', 'break': '100%'},
{'x': 9, 'y': 4, 'z': 3, 'id': 'point_471', 'index': '471', 'break': '100%'},
{'x': 8, 'y': 2, 'z': 8, 'id': 'point_472', 'index': '472', 'break': '0%'},
{'x': 5, 'y': 5, 'z': 8, 'id': 'point_473', 'index': '473', 'break': '50%'},
{'x': 0, 'y': 6, 'z': 1, 'id': 'point_474', 'index': '474', 'break': '50%'},
{'x': 6, 'y': 5, 'z': 8, 'id': 'point_475', 'index': '475', 'break': '100%'},
{'x': 7, 'y': 0, 'z': 6, 'id': 'point_476', 'index': '476', 'break': '0%'},
{'x': 3, 'y': 2, 'z': 6, 'id': 'point_477', 'index': '477', 'break': '50%'},
{'x': 2, 'y': 8, 'z': 5, 'id': 'point_478', 'index': '478', 'break': '75%'},
{'x': 9, 'y': 8, 'z': 4, 'id': 'point_479', 'index': '479', 'break': '0%'},
{'x': 0, 'y': 6, 'z': 4, 'id': 'point_480', 'index': '480', 'break': '50%'},
{'x': 2, 'y': 4, 'z': 0, 'id': 'point_481', 'index': '481', 'break': '0%'},
{'x': 4, 'y': 6, 'z': 3, 'id': 'point_482', 'index': '482', 'break': '100%'},
{'x': 9, 'y': 0, 'z': 4, 'id': 'point_483', 'index': '483', 'break': '0%'},
{'x': 4, 'y': 3, 'z': 6, 'id': 'point_484', 'index': '484', 'break': '0%'},
{'x': 8, 'y': 7, 'z': 9, 'id': 'point_485', 'index': '485', 'break': '50%'},
{'x': 0, 'y': 6, 'z': 8, 'id': 'point_486', 'index': '486', 'break': '100%'},
{'x': 9, 'y': 2, 'z': 8, 'id': 'point_487', 'index': '487', 'break': '75%'},
{'x': 0, 'y': 0, 'z': 6, 'id': 'point_488', 'index': '488', 'break': '100%'},
{'x': 6, 'y': 1, 'z': 0, 'id': 'point_489', 'index': '489', 'break': '75%'},
{'x': 2, 'y': 3, 'z': 7, 'id': 'point_490', 'index': '490', 'break': '75%'},
{'x': 9, 'y': 1, 'z': 4, 'id': 'point_491', 'index': '491', 'break': '100%'},
{'x': 0, 'y': 9, 'z': 5, 'id': 'point_492', 'index': '492', 'break': '75%'},
{'x': 9, 'y': 7, 'z': 1, 'id': 'point_493', 'index': '493', 'break': '0%'},
{'x': 3, 'y': 2, 'z': 2, 'id': 'point_494', 'index': '494', 'break': '100%'},
{'x': 4, 'y': 8, 'z': 4, 'id': 'point_495', 'index': '495', 'break': '50%'},
{'x': 4, 'y': 0, 'z': 7, 'id': 'point_496', 'index': '496', 'break': '75%'},
{'x': 0, 'y': 4, 'z': 9, 'id': 'point_497', 'index': '497', 'break': '0%'},
{'x': 0, 'y': 8, 'z': 1, 'id': 'point_498', 'index': '498', 'break': '50%'},
{'x': 8, 'y': 8, 'z': 4, 'id': 'point_499', 'index': '499', 'break': '75%'},
